id,yield
15450,7388.043
15451,7700.9863
15452,7679.134
15453,7635.7393
15454,7646.6484
15455,7651.7617
15456,7700.9863
15457,7700.9863
15458,7700.9863
15459,7700.9863
15460,7711.8955
15461,7711.8955
15462,7711.8955
15463,7654.087
15464,7664.996
15465,7654.087
15466,7377.134
15467,7635.7393
15468,7688.3237
15469,7742.3994
15470,7635.7393
15471,7646.6484
15472,7700.9863
15473,7700.9863
15474,7700.9863
15475,7700.9863
15476,7700.9863
15477,7711.8955
15478,7711.8955
15479,7651.7617
15480,7694.3965
15481,7711.8955
15482,7700.9863
15483,7654.087
15484,7700.9863
15485,7635.7393
15486,7654.087
15487,7640.8525
15488,7640.8525
15489,7711.8955
15490,7654.087
15491,7664.996
15492,7711.8955
15493,7377.134
15494,7654.087
15495,7647.497
15496,7647.497
15497,7668.2246
15498,7654.087
15499,7700.9863
15500,7640.8525
15501,7700.9863
15502,7651.7617
15503,7635.7393
15504,7640.8525
15505,7654.087
15506,7679.134
15507,7679.134
15508,7654.087
15509,7688.3237
15510,7711.8955
15511,7664.996
15512,7700.9863
15513,7654.087
15514,7640.8525
15515,7647.497
15516,7700.9863
15517,7640.8525
15518,7388.043
15519,7664.996
15520,7700.9863
15521,7664.996
15522,7654.087
15523,7654.087
15524,7635.7393
15525,7700.9863
15526,7700.9863
15527,7679.134
15528,7677.4146
15529,7646.6484
15530,7664.996
15531,7388.043
15532,7646.6484
15533,7668.2246
15534,7640.8525
15535,7677.4146
15536,7700.9863
15537,7711.8955
15538,7654.087
15539,7388.043
15540,7700.9863
15541,7664.996
15542,7658.4062
15543,7388.043
15544,7679.134
15545,7700.9863
15546,7651.7617
15547,7700.9863
15548,7700.9863
15549,7377.134
15550,7654.087
15551,7646.6484
15552,7664.996
15553,7679.134
15554,7711.8955
15555,7700.9863
15556,7664.996
15557,7646.6484
15558,7688.3237
15559,7700.9863
15560,7640.8525
15561,7654.634
15562,7635.7393
15563,7654.087
15564,7679.134
15565,7654.087
15566,7711.8955
15567,7664.996
15568,7677.4146
15569,7668.2246
15570,7711.8955
15571,7711.8955
15572,7679.134
15573,7711.8955
15574,7700.9863
15575,7654.087
15576,7679.134
15577,7700.9863
15578,7654.087
15579,7688.3237
15580,7651.7617
15581,7646.6484
15582,7700.9863
15583,7688.3237
15584,7700.9863
15585,7668.2246
15586,7711.8955
15587,7651.7617
15588,7654.087
15589,7700.9863
15590,7711.8955
15591,7700.9863
15592,7640.8525
15593,7388.043
15594,7635.7393
15595,7668.2246
15596,7711.8955
15597,7700.9863
15598,7700.9863
15599,7700.9863
15600,7700.9863
15601,7711.8955
15602,7640.8525
15603,7711.8955
15604,7640.8525
15605,7654.087
15606,7640.8525
15607,7700.9863
15608,7654.087
15609,7646.6484
15610,7664.996
15611,7679.134
15612,7700.9863
15613,7664.996
15614,7679.134
15615,7654.087
15616,7700.9863
15617,7700.9863
15618,7711.8955
15619,7654.087
15620,7711.8955
15621,7677.4146
15622,7679.134
15623,7711.8955
15624,7700.9863
15625,7679.134
15626,7635.7393
15627,7700.9863
15628,7700.9863
15629,7700.9863
15630,7700.9863
15631,7700.9863
15632,7700.9863
15633,7700.9863
15634,7711.8955
15635,7711.8955
15636,7640.8525
15637,7700.9863
15638,7700.9863
15639,7679.134
15640,7711.8955
15641,7647.497
15642,7711.8955
15643,7668.2246
15644,7700.9863
15645,7700.9863
15646,7700.9863
15647,7651.7617
15648,7711.8955
15649,7654.087
15650,7640.8525
15651,7700.9863
15652,7640.8525
15653,7700.9863
15654,7700.9863
15655,7679.134
15656,7646.6484
15657,7700.9863
15658,7700.9863
15659,7377.134
15660,7635.7393
15661,7635.7393
15662,7651.7617
15663,7388.043
15664,7679.134
15665,7668.2246
15666,7711.8955
15667,7654.087
15668,7658.4062
15669,7711.8955
15670,7700.9863
15671,7711.8955
15672,7700.9863
15673,7654.087
15674,7664.996
15675,7668.2246
15676,7711.8955
15677,7700.9863
15678,7635.7393
15679,7700.9863
15680,7679.134
15681,7635.7393
15682,7664.996
15683,7711.8955
15684,7654.087
15685,7377.134
15686,7651.7617
15687,7711.8955
15688,7377.134
15689,7635.7393
15690,7664.996
15691,7700.9863
15692,7700.9863
15693,7700.9863
15694,7711.8955
15695,7700.9863
15696,7635.7393
15697,7711.8955
15698,7646.6484
15699,7711.8955
15700,7646.6484
15701,7668.2246
15702,7668.2246
15703,7688.3237
15704,7668.2246
15705,7700.9863
15706,7377.134
15707,7711.8955
15708,7711.8955
15709,7654.087
15710,7654.087
15711,7654.087
15712,7646.6484
15713,7700.9863
15714,7668.2246
15715,7700.9863
15716,7654.087
15717,7711.8955
15718,7711.8955
15719,7711.8955
15720,7700.9863
15721,7700.9863
15722,7654.087
15723,7654.087
15724,7711.8955
15725,7700.9863
15726,7711.8955
15727,7711.8955
15728,7711.8955
15729,7711.8955
15730,7679.134
15731,7700.9863
15732,7651.7617
15733,7664.996
15734,7635.7393
15735,7711.8955
15736,7654.087
15737,7654.087
15738,7677.4146
15739,7679.134
15740,7388.043
15741,7711.8955
15742,7700.9863
15743,7668.2246
15744,7658.4062
15745,7651.7617
15746,7664.996
15747,7711.8955
15748,7646.6484
15749,7700.9863
15750,7700.9863
15751,7700.9863
15752,8270.522
15753,7664.996
15754,7700.9863
15755,7700.9863
15756,7654.087
15757,7711.8955
15758,7711.8955
15759,7711.8955
15760,7700.9863
15761,7700.9863
15762,7688.3237
15763,7700.9863
15764,7651.7617
15765,7647.497
15766,7640.8525
15767,7700.9863
15768,7700.9863
15769,7668.2246
15770,7668.2246
15771,7700.9863
15772,7700.9863
15773,7654.087
15774,7688.3237
15775,7700.9863
15776,7700.9863
15777,7651.7617
15778,7700.9863
15779,7640.8525
15780,7700.9863
15781,7664.996
15782,7705.3057
15783,7640.8525
15784,7651.7617
15785,7640.8525
15786,7654.087
15787,7711.8955
15788,7668.2246
15789,7711.8955
15790,7700.9863
15791,7705.3057
15792,7654.087
15793,7700.9863
15794,7664.996
15795,7711.8955
15796,7651.7617
15797,7664.996
15798,7679.134
15799,7664.996
15800,7664.996
15801,7700.9863
15802,7700.9863
15803,7711.8955
15804,7635.7393
15805,7664.996
15806,7635.7393
15807,7711.8955
15808,7679.134
15809,7646.6484
15810,7700.9863
15811,7651.7617
15812,7700.9863
15813,7711.8955
15814,7711.8955
15815,7646.6484
15816,7711.8955
15817,7668.2246
15818,7658.4062
15819,7388.043
15820,7679.134
15821,7377.134
15822,7711.8955
15823,7700.9863
15824,7700.9863
15825,7635.7393
15826,7700.9863
15827,7711.8955
15828,7711.8955
15829,7679.134
15830,7688.3237
15831,7700.9863
15832,7668.2246
15833,7679.134
15834,7654.087
15835,7635.7393
15836,7635.7393
15837,7679.134
15838,7640.8525
15839,7679.134
15840,7640.8525
15841,7668.2246
15842,7664.996
15843,7711.8955
15844,7711.8955
15845,7700.9863
15846,7647.497
15847,7651.7617
15848,7700.9863
15849,7700.9863
15850,7388.043
15851,7388.043
15852,7651.7617
15853,7646.6484
15854,7700.9863
15855,7677.4146
15856,7679.134
15857,7711.8955
15858,7700.9863
15859,7711.8955
15860,7640.8525
15861,7700.9863
15862,7700.9863
15863,7651.7617
15864,7700.9863
15865,7711.8955
15866,7647.497
15867,7700.9863
15868,7654.087
15869,7711.8955
15870,7640.8525
15871,7700.9863
15872,7635.7393
15873,7640.8525
15874,7640.8525
15875,7640.8525
15876,7711.8955
15877,7700.9863
15878,7640.8525
15879,7635.7393
15880,7640.8525
15881,7668.2246
15882,7635.7393
15883,7711.8955
15884,7700.9863
15885,7700.9863
15886,7700.9863
15887,7664.996
15888,7679.134
15889,7654.087
15890,7711.8955
15891,7711.8955
15892,7668.2246
15893,7711.8955
15894,7711.8955
15895,7700.9863
15896,7654.087
15897,7654.087
15898,7711.8955
15899,7646.6484
15900,7700.9863
15901,7664.996
15902,7700.9863
15903,7711.8955
15904,7700.9863
15905,7651.7617
15906,7705.3057
15907,7388.043
15908,7711.8955
15909,7711.8955
15910,7711.8955
15911,7700.9863
15912,7647.497
15913,7647.497
15914,7700.9863
15915,7654.087
15916,7700.9863
15917,7700.9863
15918,7679.134
15919,7651.7617
15920,7700.9863
15921,7711.8955
15922,7646.6484
15923,7700.9863
15924,7700.9863
15925,7646.6484
15926,7654.087
15927,7679.134
15928,7700.9863
15929,7711.8955
15930,7640.8525
15931,7700.9863
15932,7677.4146
15933,7700.9863
15934,7700.9863
15935,7700.9863
15936,7688.3237
15937,7700.9863
15938,7654.087
15939,7658.4062
15940,7654.087
15941,7654.087
15942,7640.8525
15943,7640.8525
15944,7711.8955
15945,7700.9863
15946,7700.9863
15947,7679.134
15948,7668.2246
15949,7733.2095
15950,7640.8525
15951,7711.8955
15952,7700.9863
15953,7711.8955
15954,7388.043
15955,7700.9863
15956,7700.9863
15957,7654.087
15958,7654.087
15959,7664.996
15960,7654.087
15961,7700.9863
15962,7668.2246
15963,7377.134
15964,7711.8955
15965,7711.8955
15966,7688.3237
15967,7700.9863
15968,7700.9863
15969,7679.134
15970,7700.9863
15971,7700.9863
15972,7700.9863
15973,7664.996
15974,7664.996
15975,7640.8525
15976,7654.087
15977,7635.7393
15978,7640.8525
15979,7635.7393
15980,7647.497
15981,7668.2246
15982,7664.996
15983,7635.7393
15984,7700.9863
15985,7679.134
15986,7664.996
15987,7668.2246
15988,7711.8955
15989,7664.996
15990,7700.9863
15991,7654.087
15992,7679.134
15993,7711.8955
15994,7700.9863
15995,7700.9863
15996,7635.7393
15997,7700.9863
15998,7654.087
15999,7654.087
16000,7640.8525
16001,7654.087
16002,7679.134
16003,7664.996
16004,7688.3237
16005,7377.134
16006,7658.4062
16007,7679.134
16008,7700.9863
16009,7668.2246
16010,7677.4146
16011,7654.087
16012,7646.6484
16013,7651.7617
16014,7700.9863
16015,7654.087
16016,7700.9863
16017,7700.9863
16018,7700.9863
16019,7635.7393
16020,7711.8955
16021,7651.7617
16022,7664.996
16023,7711.8955
16024,7658.4062
16025,7679.134
16026,7654.087
16027,7700.9863
16028,7635.7393
16029,7664.996
16030,7688.3237
16031,7700.9863
16032,7654.087
16033,7654.087
16034,7700.9863
16035,7646.6484
16036,7654.087
16037,7679.134
16038,7711.8955
16039,7742.3994
16040,7711.8955
16041,7664.996
16042,7654.087
16043,7664.996
16044,7679.134
16045,7688.3237
16046,7711.8955
16047,7668.2246
16048,7679.134
16049,7651.7617
16050,7711.8955
16051,7654.087
16052,7664.996
16053,7677.4146
16054,7700.9863
16055,7635.7393
16056,7640.8525
16057,7688.3237
16058,7664.996
16059,7711.8955
16060,7647.497
16061,7688.3237
16062,7646.6484
16063,7711.8955
16064,7654.087
16065,7700.9863
16066,7711.8955
16067,7664.996
16068,7700.9863
16069,7679.134
16070,7711.8955
16071,7700.9863
16072,7647.497
16073,7700.9863
16074,7711.8955
16075,7664.996
16076,7654.087
16077,7635.7393
16078,7664.996
16079,7694.3965
16080,7711.8955
16081,7668.2246
16082,7654.087
16083,7688.3237
16084,7700.9863
16085,7711.8955
16086,7388.043
16087,7673.834
16088,7646.6484
16089,7700.9863
16090,7388.043
16091,7700.9863
16092,7700.9863
16093,7668.2246
16094,7711.8955
16095,7700.9863
16096,7668.2246
16097,7664.996
16098,7635.7393
16099,7711.8955
16100,7377.134
16101,7654.087
16102,7664.996
16103,7651.7617
16104,7679.134
16105,7679.134
16106,7654.087
16107,7668.2246
16108,7664.996
16109,7700.9863
16110,7677.4146
16111,7679.134
16112,7668.2246
16113,7658.4062
16114,7700.9863
16115,7640.8525
16116,7711.8955
16117,7700.9863
16118,7700.9863
16119,7700.9863
16120,7700.9863
16121,7700.9863
16122,7700.9863
16123,7679.134
16124,7711.8955
16125,7377.134
16126,7664.996
16127,7647.497
16128,7664.996
16129,7646.6484
16130,7640.8525
16131,7700.9863
16132,7664.996
16133,7664.996
16134,7668.2246
16135,7688.3237
16136,7668.2246
16137,7640.8525
16138,7742.3994
16139,7646.6484
16140,7640.8525
16141,7700.9863
16142,7668.2246
16143,7377.134
16144,7647.497
16145,7654.087
16146,7688.3237
16147,7711.8955
16148,7647.497
16149,7651.7617
16150,7668.14
16151,7700.9863
16152,7635.7393
16153,7668.2246
16154,7668.2246
16155,7711.8955
16156,7668.2246
16157,7700.9863
16158,7711.8955
16159,7711.8955
16160,7711.8955
16161,7635.7393
16162,7700.9863
16163,7677.4146
16164,7700.9863
16165,7377.134
16166,7700.9863
16167,7668.2246
16168,7668.2246
16169,7668.2246
16170,7700.9863
16171,7711.8955
16172,7640.8525
16173,7654.087
16174,7640.8525
16175,7711.8955
16176,7700.9863
16177,7654.087
16178,7668.2246
16179,7700.9863
16180,7654.087
16181,7658.4062
16182,7711.8955
16183,7711.8955
16184,7711.8955
16185,7700.9863
16186,7677.4146
16187,7700.9863
16188,7377.134
16189,7711.8955
16190,7646.6484
16191,7664.996
16192,7711.8955
16193,7700.9863
16194,7651.7617
16195,7651.7617
16196,7377.134
16197,7654.087
16198,7700.9863
16199,7700.9863
16200,7711.8955
16201,7664.996
16202,7700.9863
16203,7711.8955
16204,7668.2246
16205,7711.8955
16206,7700.9863
16207,7700.9863
16208,7711.8955
16209,7651.7617
16210,7651.7617
16211,7668.2246
16212,7700.9863
16213,7700.9863
16214,7688.3237
16215,7711.8955
16216,7700.9863
16217,7679.134
16218,7635.7393
16219,7688.3237
16220,7654.087
16221,7640.8525
16222,7711.8955
16223,7700.9863
16224,7700.9863
16225,7711.8955
16226,7711.8955
16227,7640.8525
16228,7635.7393
16229,7658.4062
16230,7646.6484
16231,7700.9863
16232,7688.3237
16233,7679.134
16234,7658.4062
16235,7700.9863
16236,7700.9863
16237,7388.043
16238,7640.8525
16239,7711.8955
16240,7700.9863
16241,7679.134
16242,7377.134
16243,7668.2246
16244,7388.043
16245,7388.043
16246,7711.8955
16247,7640.8525
16248,7640.8525
16249,7640.8525
16250,7711.8955
16251,7700.9863
16252,7668.2246
16253,7640.8525
16254,7700.9863
16255,7388.043
16256,7640.8525
16257,7640.8525
16258,7679.134
16259,7658.4062
16260,7677.4146
16261,7677.4146
16262,7664.996
16263,7654.087
16264,7700.9863
16265,7651.7617
16266,7700.9863
16267,7711.8955
16268,7700.9863
16269,7700.9863
16270,7700.9863
16271,7711.8955
16272,7700.9863
16273,7711.8955
16274,7679.134
16275,7664.996
16276,7711.8955
16277,7658.4062
16278,7635.7393
16279,7700.9863
16280,7700.9863
16281,7668.2246
16282,7664.996
16283,7388.043
16284,7700.9863
16285,7700.9863
16286,7700.9863
16287,7700.9863
16288,7700.9863
16289,7700.9863
16290,7651.7617
16291,7679.134
16292,7679.134
16293,7679.134
16294,7651.7617
16295,7711.8955
16296,7668.2246
16297,7668.2246
16298,7646.6484
16299,7668.2246
16300,7654.087
16301,7635.7393
16302,7679.134
16303,7711.8955
16304,7668.2246
16305,7700.9863
16306,7711.8955
16307,7640.8525
16308,7700.9863
16309,7651.7617
16310,7688.3237
16311,7679.134
16312,7700.9863
16313,7646.6484
16314,7654.087
16315,7679.134
16316,7677.4146
16317,7640.8525
16318,7700.9863
16319,7700.9863
16320,7668.2246
16321,7700.9863
16322,7711.8955
16323,7664.996
16324,7640.8525
16325,7679.134
16326,7651.7617
16327,7700.9863
16328,7711.8955
16329,7688.3237
16330,7679.134
16331,7711.8955
16332,7647.497
16333,7679.134
16334,7700.9863
16335,7700.9863
16336,7654.087
16337,7668.2246
16338,7700.9863
16339,7700.9863
16340,7700.9863
16341,7700.9863
16342,7640.8525
16343,7700.9863
16344,7640.8525
16345,7711.8955
16346,7668.2246
16347,7664.996
16348,7700.9863
16349,7711.8955
16350,7654.087
16351,7640.8525
16352,7679.134
16353,7635.7393
16354,7711.8955
16355,7668.2246
16356,7700.9863
16357,7700.9863
16358,7711.8955
16359,7635.7393
16360,7711.8955
16361,7700.9863
16362,7654.087
16363,7711.8955
16364,7651.7617
16365,7668.2246
16366,7654.087
16367,7664.996
16368,7711.8955
16369,7640.8525
16370,7651.7617
16371,7700.9863
16372,7711.8955
16373,7647.497
16374,7700.9863
16375,7688.3237
16376,7679.134
16377,7700.9863
16378,7640.8525
16379,7677.4146
16380,7679.134
16381,7700.9863
16382,7640.8525
16383,7700.9863
16384,7700.9863
16385,7654.087
16386,7640.8525
16387,7688.3237
16388,7700.9863
16389,7700.9863
16390,7700.9863
16391,7654.087
16392,7665.543
16393,7651.7617
16394,7700.9863
16395,7658.4062
16396,7700.9863
16397,7711.8955
16398,7711.8955
16399,7711.8955
16400,7700.9863
16401,7635.7393
16402,7677.4146
16403,7711.8955
16404,7654.087
16405,7654.634
16406,7700.9863
16407,7711.8955
16408,7654.087
16409,7388.043
16410,7700.9863
16411,7711.8955
16412,7688.3237
16413,7640.8525
16414,7668.2246
16415,7700.9863
16416,7711.8955
16417,7640.8525
16418,7647.497
16419,7742.3994
16420,7700.9863
16421,7700.9863
16422,7700.9863
16423,7651.7617
16424,7688.3237
16425,7711.8955
16426,7679.134
16427,7654.087
16428,7635.7393
16429,7700.9863
16430,7700.9863
16431,7664.996
16432,7664.996
16433,7635.7393
16434,7711.8955
16435,7658.4062
16436,7679.134
16437,7640.8525
16438,7646.6484
16439,7700.9863
16440,7635.7393
16441,7668.2246
16442,7688.3237
16443,7651.7617
16444,7688.3237
16445,7640.8525
16446,7654.087
16447,7668.2246
16448,7651.7617
16449,7377.134
16450,7664.996
16451,7677.4146
16452,7700.9863
16453,7700.9863
16454,7668.2246
16455,7711.8955
16456,7679.134
16457,7651.7617
16458,7711.8955
16459,7377.134
16460,7679.134
16461,7679.134
16462,7668.2246
16463,7700.9863
16464,7654.087
16465,7654.087
16466,7377.134
16467,7711.8955
16468,7711.8955
16469,7679.134
16470,7711.8955
16471,7711.8955
16472,7679.134
16473,7646.6484
16474,7640.8525
16475,7640.8525
16476,7668.2246
16477,7640.8525
16478,7711.8955
16479,7700.9863
16480,7677.4146
16481,7668.2246
16482,7700.9863
16483,7700.9863
16484,7635.7393
16485,7635.7393
16486,7700.9863
16487,7679.134
16488,7377.134
16489,7679.134
16490,7700.9863
16491,7700.9863
16492,7654.087
16493,7654.087
16494,7711.8955
16495,7700.9863
16496,7700.9863
16497,7700.9863
16498,7700.9863
16499,7664.996
16500,7711.8955
16501,7646.6484
16502,7700.9863
16503,7668.2246
16504,7711.8955
16505,7654.087
16506,7377.134
16507,7668.2246
16508,7654.087
16509,7688.3237
16510,7679.134
16511,7679.134
16512,7664.996
16513,7700.9863
16514,7711.8955
16515,7711.8955
16516,7635.7393
16517,7654.087
16518,7654.087
16519,7664.996
16520,7654.087
16521,7654.087
16522,7700.9863
16523,7664.996
16524,7654.087
16525,7700.9863
16526,7700.9863
16527,7688.3237
16528,7700.9863
16529,7700.9863
16530,7640.8525
16531,7651.7617
16532,7742.3994
16533,7711.8955
16534,7377.134
16535,7700.9863
16536,7700.9863
16537,7377.134
16538,7711.8955
16539,7700.9863
16540,7677.4146
16541,7711.8955
16542,7668.2246
16543,7700.9863
16544,7700.9863
16545,7635.7393
16546,7646.6484
16547,7711.8955
16548,7700.9863
16549,7668.2246
16550,7654.087
16551,7388.043
16552,7668.2246
16553,7700.9863
16554,7664.996
16555,7700.9863
16556,7700.9863
16557,7635.7393
16558,7700.9863
16559,7677.4146
16560,7700.9863
16561,7651.7617
16562,7700.9863
16563,7700.9863
16564,7651.7617
16565,7700.9863
16566,7664.996
16567,7654.087
16568,7700.9863
16569,7711.8955
16570,7700.9863
16571,7646.6484
16572,7647.497
16573,7711.8955
16574,7700.9863
16575,7711.8955
16576,7679.134
16577,7700.9863
16578,7711.8955
16579,7664.996
16580,7640.8525
16581,7711.8955
16582,7654.087
16583,7668.2246
16584,7635.7393
16585,7664.996
16586,7700.9863
16587,7700.9863
16588,7651.7617
16589,7700.9863
16590,7664.996
16591,7683.4883
16592,7654.087
16593,7711.8955
16594,7711.8955
16595,7668.2246
16596,7711.8955
16597,7654.087
16598,7700.9863
16599,7668.2246
16600,7654.087
16601,7651.7617
16602,7700.9863
16603,7668.2246
16604,7700.9863
16605,7646.6484
16606,7654.087
16607,7711.8955
16608,7635.7393
16609,7711.8955
16610,7635.7393
16611,7711.8955
16612,7635.7393
16613,7700.9863
16614,7677.4146
16615,7668.2246
16616,7664.996
16617,7677.4146
16618,7668.2246
16619,7700.9863
16620,7651.7617
16621,7640.8525
16622,7392.5615
16623,7700.9863
16624,7700.9863
16625,7711.8955
16626,7711.8955
16627,7640.8525
16628,7711.8955
16629,7377.134
16630,7711.8955
16631,7700.9863
16632,7700.9863
16633,7654.087
16634,7654.087
16635,7700.9863
16636,7711.8955
16637,7664.996
16638,7700.9863
16639,7640.8525
16640,7679.134
16641,7664.996
16642,7677.4146
16643,7654.087
16644,7635.7393
16645,7711.8955
16646,7679.134
16647,7700.9863
16648,7664.996
16649,7654.087
16650,7635.7393
16651,7711.8955
16652,7640.8525
16653,7700.9863
16654,7700.9863
16655,7679.134
16656,7700.9863
16657,7700.9863
16658,7654.087
16659,7700.9863
16660,7377.134
16661,7635.7393
16662,7711.8955
16663,7679.134
16664,7635.7393
16665,7711.8955
16666,7711.8955
16667,7711.8955
16668,7640.8525
16669,7711.8955
16670,7711.8955
16671,7664.996
16672,7651.7617
16673,7711.8955
16674,7711.8955
16675,7651.7617
16676,7700.9863
16677,7654.087
16678,7688.3237
16679,7664.996
16680,7711.8955
16681,7668.2246
16682,7700.9863
16683,7700.9863
16684,7668.2246
16685,7700.9863
16686,7647.497
16687,7700.9863
16688,7377.134
16689,7711.8955
16690,7711.8955
16691,7711.8955
16692,7664.996
16693,7677.4146
16694,7700.9863
16695,7700.9863
16696,7668.2246
16697,7668.2246
16698,7679.134
16699,7654.087
16700,7377.134
16701,7711.8955
16702,7711.8955
16703,7658.4062
16704,7679.134
16705,7711.8955
16706,7664.996
16707,7677.4146
16708,7654.087
16709,7700.9863
16710,7651.7617
16711,7700.9863
16712,7711.8955
16713,7651.7617
16714,7711.8955
16715,7635.7393
16716,7640.8525
16717,7640.8525
16718,7711.8955
16719,7700.9863
16720,7700.9863
16721,7640.8525
16722,7700.9863
16723,7668.2246
16724,7742.3994
16725,7700.9863
16726,7664.996
16727,7700.9863
16728,7654.087
16729,7658.4062
16730,7654.087
16731,7664.996
16732,7677.4146
16733,7700.9863
16734,7677.4146
16735,7668.2246
16736,7711.8955
16737,7700.9863
16738,7711.8955
16739,7700.9863
16740,7677.4146
16741,7711.8955
16742,7654.087
16743,7640.8525
16744,7711.8955
16745,7700.9863
16746,7668.2246
16747,7668.2246
16748,7700.9863
16749,7700.9863
16750,7635.7393
16751,7640.8525
16752,7635.7393
16753,7654.634
16754,7664.996
16755,7711.8955
16756,7700.9863
16757,7679.134
16758,7654.634
16759,7700.9863
16760,7640.8525
16761,7651.7617
16762,7677.4146
16763,7664.996
16764,7711.8955
16765,7646.6484
16766,7711.8955
16767,7711.8955
16768,7700.9863
16769,7679.134
16770,7711.8955
16771,7711.8955
16772,7700.9863
16773,7647.497
16774,7664.996
16775,7711.8955
16776,7654.087
16777,7679.134
16778,7640.8525
16779,7700.9863
16780,7711.8955
16781,7711.8955
16782,7377.134
16783,7646.6484
16784,7700.9863
16785,7700.9863
16786,7700.9863
16787,7711.8955
16788,7700.9863
16789,7711.8955
16790,7679.134
16791,7647.497
16792,7711.8955
16793,7679.134
16794,7664.996
16795,7700.9863
16796,7700.9863
16797,7700.9863
16798,7679.134
16799,7711.8955
16800,7711.8955
16801,7700.9863
16802,7668.2246
16803,7640.8525
16804,7711.8955
16805,7640.8525
16806,7640.8525
16807,7654.087
16808,7700.9863
16809,7640.8525
16810,7640.8525
16811,7700.9863
16812,7668.2246
16813,7711.8955
16814,7700.9863
16815,7700.9863
16816,7711.8955
16817,7711.8955
16818,7377.134
16819,7651.7617
16820,7668.2246
16821,7668.2246
16822,7711.8955
16823,7377.134
16824,7651.7617
16825,7377.134
16826,7651.7617
16827,7700.9863
16828,7640.8525
16829,7700.9863
16830,7700.9863
16831,7640.8525
16832,7700.9863
16833,7640.8525
16834,7668.2246
16835,7700.9863
16836,7679.134
16837,7700.9863
16838,7664.996
16839,7654.087
16840,7640.8525
16841,7700.9863
16842,7700.9863
16843,7700.9863
16844,7711.8955
16845,7688.3237
16846,7635.7393
16847,7654.087
16848,7668.2246
16849,7700.9863
16850,7654.087
16851,7700.9863
16852,7646.6484
16853,7664.996
16854,7635.7393
16855,7646.6484
16856,7651.7617
16857,7677.4146
16858,7700.9863
16859,7711.8955
16860,7679.134
16861,7635.7393
16862,7640.8525
16863,7640.8525
16864,7640.8525
16865,7640.8525
16866,7640.8525
16867,7668.2246
16868,7688.3237
16869,7700.9863
16870,7668.2246
16871,7654.087
16872,7700.9863
16873,7677.33
16874,7664.996
16875,7654.087
16876,7654.087
16877,7646.6484
16878,7700.9863
16879,7700.9863
16880,7700.9863
16881,7654.087
16882,7700.9863
16883,7640.8525
16884,7700.9863
16885,7647.497
16886,7654.087
16887,7700.9863
16888,7654.087
16889,7377.134
16890,7711.8955
